valor,categoria,dia_da_semana,essencial,recorrente
85.71,Manutenção,6,1,0
36.52,Manutenção,6,0,1
129.32,Manutenção,6,0,0
75.41,Combustível,7,1,1
21.78,Lanche,3,1,0
118.77,Combustível,3,1,1
102.6,Lanche,5,1,0
53.67,Lanche,3,0,1
19.25,Alimentação,5,1,0
90.6,Manutenção,7,0,0
79.74,Lazer,2,0,1
123.49,Alimentação,2,1,0
52.7,Lazer,5,0,1
146.23,Combustível,4,1,1
52.23,Lazer,6,0,0
142.26,Lazer,6,0,0
104.23,Manutenção,4,0,1
71.59,Lanche,7,0,1
106.05,Alimentação,5,1,0
147.15,Combustível,5,1,1
91.9,Manutenção,2,0,0
54.94,Manutenção,7,0,1
135.87,Alimentação,4,1,0
135.28,Combustível,3,1,1
114.58,Combustível,5,1,1
44.64,Combustível,2,1,1
68.47,Lazer,1,0,0
34.31,Lanche,4,0,0
18.17,Lazer,6,0,1
98.67,Lazer,6,0,0
101.77,Manutenção,4,1,0
53.58,Combustível,1,1,1
74.64,Manutenção,4,1,0
30.03,Lanche,1,0,0
31.53,Lanche,3,0,0
80.71,Combustível,5,1,1
136.83,Lanche,6,1,1
86.43,Lazer,3,0,0
32.1,Alimentação,1,1,0
76.29,Lanche,4,0,0
83.32,Lanche,6,0,0
44.02,Lazer,3,0,0
134.02,Manutenção,4,0,0
137.15,Lazer,2,0,0
107.69,Lanche,3,0,1
68.98,Lanche,2,1,1
146.8,Combustível,4,1,1
117.95,Lazer,3,0,0
110.81,Lanche,7,0,1
136.74,Lazer,4,0,1
116.61,Manutenção,6,1,1
107.38,Combustível,5,1,1
87.97,Alimentação,6,1,0
41.0,Combustível,6,1,1
56.99,Alimentação,7,1,1
111.05,Lazer,5,0,0
23.23,Alimentação,5,1,1
82.68,Lanche,3,1,1
11.8,Manutenção,7,0,1
126.24,Lanche,7,1,0
119.88,Lazer,5,0,1
78.2,Manutenção,5,1,1
81.95,Combustível,7,1,1
37.59,Alimentação,1,1,1
131.27,Lanche,1,0,0
101.19,Lazer,4,0,1
112.14,Lanche,2,1,1
14.34,Lanche,4,1,1
131.99,Lazer,2,0,0
84.58,Combustível,7,1,1
42.61,Alimentação,5,1,0
138.55,Alimentação,2,1,1
105.48,Lazer,4,0,0
19.19,Alimentação,6,1,1
15.17,Lazer,6,0,0
145.13,Combustível,5,1,1
94.01,Combustível,2,1,1
118.28,Combustível,2,1,1
28.71,Lazer,2,0,0
34.05,Manutenção,6,0,1
79.14,Combustível,1,1,1
113.87,Combustível,5,1,1
86.26,Lazer,4,0,0
128.39,Combustível,3,1,1
23.79,Alimentação,2,1,1
16.62,Combustível,5,1,1
56.86,Lazer,7,0,1
89.87,Combustível,5,1,1
66.78,Manutenção,6,1,0
77.56,Lazer,1,0,1
11.54,Alimentação,7,1,0
17.8,Lanche,3,1,1
46.68,Lanche,5,1,0
121.61,Alimentação,5,1,1
111.91,Lanche,1,1,0
19.29,Lanche,5,0,1
13.5,Alimentação,7,1,0
67.42,Alimentação,4,1,1
25.3,Lazer,4,0,1
115.38,Combustível,1,1,1
88.06,Manutenção,2,0,0
134.57,Lanche,1,1,1
94.17,Combustível,7,1,1
27.99,Combustível,2,1,1
120.55,Alimentação,4,1,0
103.45,Combustível,2,1,1
22.21,Lanche,2,0,0
78.97,Lazer,6,0,1
57.58,Lazer,5,0,1
28.11,Manutenção,5,1,1
71.24,Alimentação,4,1,0
127.97,Alimentação,5,1,1
87.76,Lazer,4,0,1
107.98,Combustível,6,1,1
18.11,Lanche,4,0,1
64.96,Lanche,5,1,1
53.65,Alimentação,4,1,0
86.7,Lazer,6,0,0
79.47,Combustível,2,1,1
19.7,Lazer,3,0,0
92.89,Lanche,5,0,1
145.44,Lanche,3,1,0
146.72,Alimentação,5,1,0
50.66,Lanche,6,1,0
102.06,Manutenção,5,1,1
143.21,Lazer,7,0,0
149.76,Lazer,2,0,1
130.91,Alimentação,3,1,0
43.01,Manutenção,3,1,0
121.01,Manutenção,7,0,1
148.04,Lanche,5,0,1
122.97,Lanche,5,0,0
13.25,Manutenção,6,1,0
100.74,Manutenção,7,0,0
46.72,Lazer,6,0,1
99.31,Manutenção,2,1,0
145.37,Lanche,2,1,1
149.56,Manutenção,2,0,1
93.29,Alimentação,4,1,1
66.42,Lazer,4,0,0
14.78,Alimentação,7,1,1
25.71,Alimentação,7,1,0
49.37,Alimentação,1,1,0
51.29,Alimentação,5,1,0
41.15,Manutenção,2,1,0
139.87,Lazer,7,0,1
35.18,Combustível,3,1,1
28.95,Lanche,1,0,0
109.48,Alimentação,5,1,1
21.16,Lazer,3,0,1
115.97,Alimentação,7,1,0
99.29,Manutenção,1,0,1
69.03,Lazer,2,0,0
19.3,Lanche,2,0,1
41.67,Manutenção,7,0,0
23.01,Lazer,6,0,0
23.05,Manutenção,7,0,1
130.2,Lazer,6,0,0
112.08,Manutenção,1,1,0
99.32,Manutenção,7,0,1
67.97,Lanche,4,1,0
81.61,Combustível,5,1,1
11.8,Combustível,4,1,1
148.95,Lanche,7,1,1
18.81,Alimentação,3,1,0
126.64,Lazer,2,0,1
76.99,Combustível,7,1,1
29.36,Alimentação,4,1,1
32.36,Manutenção,6,1,0
65.0,Alimentação,4,1,1
17.02,Lazer,5,0,0
44.48,Manutenção,7,1,0
44.32,Manutenção,7,1,0
109.12,Manutenção,6,1,1
19.27,Manutenção,2,1,0
118.66,Lanche,6,1,1
144.36,Alimentação,5,1,1
75.02,Lazer,7,0,1
118.26,Lazer,1,0,0
110.41,Lazer,6,0,1
135.84,Alimentação,2,1,1
101.18,Manutenção,6,1,1
43.16,Lazer,7,0,1
127.79,Lazer,2,0,0
79.93,Lazer,5,0,1
115.27,Alimentação,6,1,1
53.7,Alimentação,6,1,1
89.91,Alimentação,4,1,1
74.96,Manutenção,6,0,1
148.72,Lanche,3,0,0
55.89,Combustível,4,1,1
111.3,Lanche,3,1,1
15.05,Lanche,6,0,1
15.65,Combustível,3,1,1
63.19,Manutenção,3,0,0
29.31,Lazer,1,0,1
17.31,Alimentação,2,1,0
33.5,Manutenção,4,0,1
40.47,Lanche,3,1,0
18.67,Combustível,1,1,1
84.77,Manutenção,2,0,0
71.93,Lanche,6,0,0
79.18,Combustível,4,1,1
97.19,Combustível,1,1,1
35.16,Lazer,6,0,1
129.27,Alimentação,4,1,0
73.44,Alimentação,5,1,1
138.77,Lazer,2,0,1
23.6,Lazer,7,0,0
113.65,Alimentação,3,1,0
119.25,Lazer,3,0,1
122.11,Lazer,3,0,1
37.35,Combustível,6,1,1
20.57,Lazer,7,0,0
78.23,Lanche,5,1,0
43.59,Combustível,1,1,1
97.6,Lazer,4,0,1
126.34,Lanche,6,0,1
85.49,Combustível,6,1,1
36.1,Lanche,3,0,1
21.2,Alimentação,1,1,0
87.05,Lanche,1,0,1
75.07,Lanche,1,0,0
107.17,Lanche,3,1,1
95.12,Alimentação,5,1,1
12.32,Alimentação,7,1,0
85.78,Combustível,4,1,1
118.74,Alimentação,1,1,1
52.03,Combustível,6,1,1
68.95,Lanche,6,1,1
73.61,Alimentação,7,1,1
141.27,Alimentação,4,1,0
95.65,Manutenção,2,1,0
46.22,Combustível,7,1,1
51.18,Manutenção,7,1,0
23.53,Alimentação,5,1,0
128.85,Alimentação,3,1,1
27.33,Lanche,3,0,0
29.51,Alimentação,5,1,1
89.66,Manutenção,3,0,0
22.58,Combustível,7,1,1
99.37,Manutenção,6,0,1
128.98,Lanche,1,0,0
19.36,Alimentação,5,1,1
85.78,Alimentação,6,1,0
139.18,Alimentação,6,1,1
73.22,Combustível,7,1,1
100.83,Lazer,6,0,1
104.55,Alimentação,7,1,0
18.78,Lanche,6,1,1
78.8,Manutenção,4,1,1
63.59,Lanche,3,1,1
106.25,Alimentação,6,1,1
104.24,Manutenção,5,0,0
97.65,Lanche,3,1,1
34.48,Lanche,7,0,0
109.44,Alimentação,6,1,1
134.46,Lanche,3,0,0
108.02,Lanche,3,1,0
140.09,Lazer,5,0,1
38.84,Alimentação,5,1,1
18.61,Lanche,5,1,1
115.46,Lazer,6,0,0
131.65,Alimentação,5,1,1
145.16,Manutenção,4,0,0
147.98,Lanche,2,0,0
102.61,Combustível,3,1,1
134.55,Combustível,5,1,1
62.1,Lazer,2,0,1
91.48,Alimentação,5,1,1
107.61,Alimentação,7,1,0
19.86,Lazer,6,0,1
24.02,Manutenção,7,1,0
47.11,Lazer,7,0,0
69.17,Lanche,4,0,0
97.56,Manutenção,4,1,1
144.73,Combustível,1,1,1
131.68,Lanche,2,0,0
128.27,Lanche,6,1,0
36.44,Lanche,7,1,0
125.79,Lanche,4,0,0
135.44,Combustível,7,1,1
24.62,Lazer,4,0,0
134.4,Manutenção,3,0,0
53.23,Lazer,2,0,0
35.89,Lanche,4,1,0
113.21,Combustível,3,1,1
134.75,Manutenção,4,0,0
54.04,Combustível,7,1,1
25.5,Combustível,1,1,1
66.37,Combustível,5,1,1
92.3,Lazer,5,0,0
32.71,Lazer,3,0,0
33.94,Manutenção,5,0,1
79.37,Manutenção,3,0,1
77.61,Lanche,2,1,0
47.09,Combustível,6,1,1
137.69,Manutenção,7,1,0
106.74,Lanche,6,0,1
65.39,Alimentação,4,1,0
113.33,Lazer,2,0,0
112.19,Lanche,7,1,0
128.04,Manutenção,5,1,0
41.03,Manutenção,5,1,0
118.63,Manutenção,5,0,1
120.43,Manutenção,7,0,1
35.38,Manutenção,1,0,1
56.24,Lazer,3,0,0
34.72,Lazer,1,0,1
109.51,Alimentação,4,1,1
100.56,Lazer,6,0,0
132.2,Combustível,4,1,1
24.56,Lanche,1,1,0
30.25,Combustível,5,1,1
33.69,Combustível,5,1,1
83.86,Alimentação,4,1,0
39.08,Manutenção,1,0,1
110.88,Manutenção,7,0,1
32.83,Combustível,5,1,1
42.33,Lazer,6,0,1
86.6,Manutenção,7,1,0
11.94,Combustível,2,1,1
93.47,Lazer,6,0,0
33.96,Manutenção,6,1,0
141.91,Manutenção,3,1,0
113.39,Lanche,6,0,0
79.19,Manutenção,3,1,1
83.94,Alimentação,6,1,0
38.77,Combustível,3,1,1
137.74,Combustível,4,1,1
113.79,Lazer,4,0,0
49.32,Combustível,2,1,1
149.05,Manutenção,3,1,1
61.28,Alimentação,7,1,0
97.65,Alimentação,6,1,1
142.33,Lanche,3,0,1
81.42,Manutenção,5,0,0
146.37,Manutenção,3,1,0
107.17,Alimentação,2,1,0
67.87,Lanche,4,0,0
30.17,Lanche,7,1,0
76.78,Manutenção,2,1,1
134.69,Combustível,5,1,1
29.61,Combustível,2,1,1
30.42,Alimentação,6,1,1
143.87,Lanche,2,1,1
88.95,Manutenção,6,0,1
125.78,Manutenção,5,1,1
80.58,Lazer,4,0,1
75.08,Alimentação,3,1,1
108.58,Lanche,5,0,1
29.82,Combustível,5,1,1
85.88,Alimentação,6,1,1
16.05,Manutenção,7,1,1
135.5,Manutenção,3,0,1
138.46,Lanche,2,0,0
139.6,Alimentação,7,1,0
71.86,Lanche,4,0,1
72.17,Lanche,7,1,1
148.69,Manutenção,1,0,1
49.86,Alimentação,5,1,1
20.25,Combustível,6,1,1
39.31,Combustível,4,1,1
51.13,Manutenção,7,1,1
98.53,Combustível,6,1,1
85.77,Combustível,4,1,1
37.56,Manutenção,4,0,1
78.61,Alimentação,1,1,0
128.85,Combustível,6,1,1
43.4,Alimentação,7,1,1
82.33,Alimentação,1,1,0
121.54,Lanche,1,1,1
88.5,Alimentação,1,1,1
134.85,Lanche,1,1,0
72.41,Alimentação,3,1,1
36.96,Lazer,7,0,1
62.19,Lanche,7,1,0
11.41,Manutenção,2,1,0
139.01,Alimentação,7,1,1
116.29,Combustível,3,1,1
107.05,Lazer,4,0,1
134.23,Alimentação,1,1,0
39.46,Lanche,1,0,1
58.77,Alimentação,5,1,1
57.62,Lazer,6,0,0
100.1,Combustível,5,1,1
48.16,Lazer,4,0,0
117.52,Lanche,6,0,0
116.34,Lazer,2,0,1
56.06,Manutenção,2,1,1
90.8,Lanche,1,0,0
134.37,Combustível,6,1,1
58.03,Lazer,3,0,0
53.94,Manutenção,3,0,0
90.89,Combustível,6,1,1
39.94,Lazer,7,0,0
99.31,Manutenção,6,0,1
72.59,Manutenção,6,0,1
89.16,Combustível,3,1,1
23.74,Lanche,4,1,1
27.37,Combustível,3,1,1
148.51,Alimentação,5,1,0
140.3,Lanche,3,1,1
72.45,Manutenção,2,1,0
57.45,Alimentação,5,1,0
102.37,Lazer,5,0,0
108.37,Lanche,5,1,1
91.8,Combustível,6,1,1
58.97,Lazer,7,0,1
33.85,Lazer,5,0,1
138.87,Lanche,1,0,1
118.13,Lazer,3,0,1
60.85,Combustível,3,1,1
75.41,Manutenção,6,1,0
108.58,Manutenção,5,0,1
94.44,Alimentação,1,1,0
52.56,Lazer,5,0,0
85.73,Manutenção,5,0,0
30.77,Lanche,2,0,1
149.12,Combustível,4,1,1
117.15,Alimentação,5,1,1
146.95,Combustível,7,1,1
134.97,Combustível,5,1,1
105.27,Alimentação,5,1,0
84.37,Combustível,4,1,1
83.75,Manutenção,5,1,0
46.24,Lanche,6,1,0
56.44,Lazer,2,0,0
38.21,Alimentação,4,1,0
103.25,Alimentação,3,1,1
96.67,Lazer,4,0,1
113.63,Combustível,3,1,1
90.44,Alimentação,3,1,0
24.61,Lazer,6,0,0
11.34,Alimentação,2,1,0
93.28,Lazer,5,0,0
142.28,Combustível,6,1,1
16.73,Alimentação,7,1,0
21.42,Manutenção,7,1,1
56.94,Combustível,6,1,1
110.11,Combustível,3,1,1
98.43,Manutenção,1,1,1
137.36,Combustível,3,1,1
113.5,Lanche,7,0,0
17.07,Combustível,5,1,1
101.55,Alimentação,6,1,1
130.04,Lanche,6,1,0
31.39,Lanche,3,1,0
11.58,Lazer,1,0,0
69.69,Lazer,1,0,1
108.43,Lanche,3,1,0
100.09,Alimentação,6,1,0
147.94,Manutenção,2,1,0
43.24,Alimentação,2,1,0
129.23,Manutenção,3,1,1
144.86,Alimentação,2,1,0
84.45,Lanche,4,1,1
145.15,Alimentação,2,1,0
112.95,Lanche,7,0,0
144.95,Manutenção,4,1,1
67.22,Lanche,6,1,0
74.67,Lazer,5,0,1
104.24,Alimentação,2,1,0
135.27,Combustível,3,1,1
124.31,Manutenção,4,1,0
48.92,Manutenção,5,0,1
118.29,Combustível,4,1,1
53.65,Lanche,1,1,0
29.09,Manutenção,2,0,0
31.85,Lazer,1,0,1
96.68,Alimentação,6,1,0
85.17,Lazer,2,0,1
137.62,Combustível,1,1,1
97.55,Lazer,3,0,1
80.41,Alimentação,6,1,0
36.5,Lanche,3,1,1
111.04,Manutenção,7,0,1
36.76,Alimentação,6,1,1
40.61,Alimentação,7,1,1
67.42,Combustível,3,1,1
93.01,Lanche,5,1,0
39.47,Combustível,7,1,1
136.97,Combustível,1,1,1
86.09,Combustível,1,1,1
131.54,Lazer,3,0,1
26.11,Alimentação,2,1,1
115.9,Alimentação,3,1,1
128.75,Manutenção,3,1,1
33.26,Alimentação,7,1,1
59.79,Manutenção,1,1,0
33.89,Manutenção,2,0,0
133.45,Alimentação,4,1,1
92.61,Combustível,1,1,1
69.49,Lanche,2,0,1
43.4,Lazer,3,0,0
110.04,Combustível,2,1,1
134.86,Lanche,2,1,1
98.58,Lanche,5,1,1
118.15,Lazer,7,0,1
76.39,Combustível,3,1,1
120.36,Combustível,5,1,1
106.79,Alimentação,2,1,0
130.87,Combustível,7,1,1
78.39,Manutenção,7,1,0
117.12,Combustível,5,1,1
41.96,Lazer,5,0,0
122.08,Lazer,3,0,1
148.09,Lazer,6,0,0
25.63,Lazer,6,0,1
76.07,Lazer,5,0,0
95.96,Lazer,5,0,1
60.97,Manutenção,5,1,0
50.22,Alimentação,2,1,0
127.9,Lazer,7,0,1
95.63,Lanche,1,0,1
85.37,Combustível,3,1,1
62.14,Alimentação,4,1,0
40.42,Combustível,1,1,1
135.95,Lanche,3,0,1
120.89,Lazer,1,0,1
96.05,Alimentação,3,1,1
34.83,Alimentação,6,1,0
14.48,Combustível,3,1,1
29.08,Lazer,3,0,0
72.91,Alimentação,2,1,0
124.14,Lanche,7,0,0
124.96,Lazer,4,0,1
100.24,Lanche,3,0,1
77.35,Manutenção,2,0,1
55.24,Combustível,1,1,1
125.45,Combustível,1,1,1
55.14,Alimentação,7,1,1
13.07,Lazer,7,0,0
108.87,Lanche,4,1,1
122.38,Lazer,1,0,0
114.16,Manutenção,5,1,0
59.5,Lanche,1,1,1
14.42,Lazer,4,0,0
81.11,Lazer,7,0,0
23.35,Manutenção,7,0,1
106.99,Manutenção,6,0,0
135.32,Alimentação,1,1,0
136.28,Alimentação,1,1,1
96.52,Combustível,4,1,1
92.83,Manutenção,4,1,0
46.44,Combustível,3,1,1
12.7,Lazer,6,0,0
99.21,Manutenção,6,1,0
110.29,Alimentação,5,1,1
41.56,Alimentação,4,1,0
126.04,Manutenção,4,0,1
16.88,Lazer,7,0,0
60.64,Lanche,6,1,1
52.51,Lazer,4,0,1
100.09,Lazer,1,0,1
59.72,Lazer,4,0,1
47.28,Alimentação,4,1,1
52.24,Alimentação,7,1,0
10.71,Combustível,7,1,1
65.89,Combustível,3,1,1
109.79,Alimentação,7,1,1
121.18,Manutenção,1,0,0
119.69,Alimentação,1,1,0
64.77,Lanche,5,1,0
75.24,Manutenção,7,0,1
116.39,Lazer,6,0,0
68.58,Manutenção,6,1,0
100.61,Manutenção,3,1,0
55.78,Alimentação,1,1,1
137.21,Lanche,4,1,0
131.33,Lanche,3,0,0
19.07,Combustível,6,1,1
132.18,Combustível,7,1,1
120.55,Lazer,6,0,0
134.6,Alimentação,6,1,1
66.16,Alimentação,1,1,0
48.29,Alimentação,6,1,0
140.89,Lanche,5,1,1
21.49,Manutenção,3,1,0
16.47,Manutenção,1,0,0
63.31,Lazer,6,0,1
45.21,Lanche,4,1,0
130.19,Combustível,6,1,1
38.88,Lanche,4,0,1
139.0,Combustível,5,1,1
146.68,Alimentação,5,1,0
106.06,Lanche,2,0,1
16.97,Lanche,7,0,1
79.27,Lazer,2,0,1
102.6,Lazer,7,0,0
10.65,Lazer,4,0,0
91.38,Manutenção,6,1,1
10.64,Manutenção,3,1,1
102.88,Manutenção,3,1,0
46.91,Lazer,6,0,1
52.85,Combustível,6,1,1
142.71,Lazer,6,0,1
76.43,Lanche,5,1,0
109.57,Alimentação,5,1,0
127.84,Lazer,6,0,1
126.52,Lazer,4,0,0
76.4,Alimentação,5,1,1
111.19,Combustível,7,1,1
142.45,Alimentação,3,1,1
142.87,Lanche,7,0,0
133.42,Lanche,2,1,0
99.45,Combustível,6,1,1
15.86,Lanche,2,0,1
131.83,Alimentação,6,1,1
19.51,Lazer,6,0,0
109.54,Alimentação,4,1,1
131.37,Lazer,5,0,0
25.29,Manutenção,5,0,0
87.21,Alimentação,2,1,0
90.85,Alimentação,7,1,1
140.99,Alimentação,1,1,0
87.67,Lazer,2,0,0
27.87,Manutenção,1,0,1
49.76,Manutenção,7,1,0
52.27,Lazer,5,0,0
149.7,Lanche,7,1,0
28.47,Combustível,3,1,1
129.62,Alimentação,7,1,1
78.1,Lanche,7,0,1
124.49,Lazer,2,0,1
146.38,Combustível,6,1,1
130.07,Lazer,6,0,0
40.98,Alimentação,4,1,0
127.84,Manutenção,1,1,0
135.44,Combustível,3,1,1
142.13,Combustível,2,1,1
47.99,Alimentação,2,1,1
56.0,Alimentação,1,1,1
142.1,Alimentação,2,1,0
65.87,Lanche,5,0,0
69.48,Manutenção,6,1,0
52.83,Lanche,7,0,1
125.04,Manutenção,4,0,1
113.31,Alimentação,6,1,1
85.3,Alimentação,3,1,0
120.86,Combustível,2,1,1
97.55,Lanche,1,0,0
103.04,Alimentação,6,1,1
34.67,Combustível,1,1,1
65.64,Combustível,3,1,1
141.72,Lanche,6,1,1
40.56,Lazer,6,0,0
115.38,Manutenção,3,1,0
58.85,Lanche,5,0,1
106.23,Manutenção,3,0,0
129.63,Manutenção,2,0,0
34.16,Lazer,7,0,1
10.77,Combustível,3,1,1
74.32,Alimentação,2,1,1
69.79,Lanche,2,0,1
132.6,Alimentação,7,1,0
108.43,Combustível,1,1,1
146.62,Manutenção,2,0,0
93.3,Lanche,2,0,0
46.56,Lanche,3,0,0
74.31,Lanche,6,0,1
25.67,Combustível,4,1,1
97.03,Lazer,3,0,1
31.1,Lazer,7,0,1
84.74,Lanche,4,1,0
83.23,Lanche,3,0,1
59.04,Combustível,7,1,1
98.7,Combustível,4,1,1
143.64,Manutenção,7,1,1
137.03,Lazer,3,0,1
27.18,Alimentação,6,1,1
80.81,Lazer,7,0,0
149.35,Lanche,7,0,0
128.44,Alimentação,4,1,1
137.58,Combustível,5,1,1
95.68,Manutenção,1,1,1
57.78,Lazer,1,0,0
90.86,Manutenção,3,0,0
50.55,Combustível,7,1,1
112.47,Manutenção,5,1,1
128.8,Lazer,4,0,1
42.95,Alimentação,4,1,0
81.02,Alimentação,4,1,0
125.23,Alimentação,5,1,1
63.99,Alimentação,5,1,1
118.69,Lazer,4,0,0
125.66,Lazer,6,0,0
72.6,Manutenção,5,0,0
62.33,Alimentação,7,1,1
40.76,Lanche,4,0,1
31.88,Combustível,4,1,1
61.36,Combustível,7,1,1
117.78,Lazer,1,0,1
30.62,Manutenção,5,0,0
136.65,Manutenção,5,1,1
53.79,Lanche,6,1,0
72.31,Lazer,3,0,1
15.39,Lanche,3,0,1
52.42,Lazer,4,0,1
133.44,Alimentação,2,1,1
37.75,Lazer,1,0,1
83.68,Alimentação,5,1,1
70.2,Lanche,6,1,1
101.71,Manutenção,5,0,1
148.46,Manutenção,6,0,1
98.8,Lazer,4,0,1
25.63,Alimentação,4,1,1
129.92,Manutenção,1,0,1
30.79,Combustível,5,1,1
45.96,Alimentação,4,1,1
118.64,Alimentação,3,1,0
113.58,Combustível,4,1,1
32.71,Manutenção,4,0,0
122.57,Alimentação,1,1,0
100.12,Combustível,1,1,1
85.82,Lazer,2,0,1
85.66,Manutenção,2,1,1
18.38,Alimentação,5,1,0
102.02,Combustível,4,1,1
10.92,Lazer,6,0,0
69.34,Manutenção,1,0,1
68.69,Manutenção,3,1,0
21.17,Lanche,6,1,1
118.6,Lanche,7,1,0
80.18,Lanche,2,0,1
66.95,Lanche,5,0,1
66.35,Lazer,1,0,1
47.07,Alimentação,2,1,1
12.95,Manutenção,6,1,0
105.72,Combustível,1,1,1
64.01,Lanche,4,1,1
82.7,Manutenção,3,1,1
68.1,Alimentação,5,1,1
129.39,Lazer,3,0,1
130.75,Lazer,1,0,1
70.13,Lanche,6,1,1
99.6,Combustível,6,1,1
25.21,Alimentação,3,1,0
60.72,Manutenção,7,0,1
25.84,Combustível,7,1,1
37.19,Combustível,6,1,1
107.35,Combustível,5,1,1
141.63,Lanche,1,1,0
137.5,Manutenção,7,0,0
15.07,Lazer,6,0,0
10.51,Lazer,5,0,1
53.43,Manutenção,7,1,0
139.48,Combustível,5,1,1
130.23,Lazer,5,0,0
138.26,Manutenção,1,0,1
43.9,Manutenção,3,0,0
106.56,Manutenção,5,0,1
18.98,Combustível,2,1,1
10.95,Combustível,5,1,1
79.16,Combustível,6,1,1
66.39,Lazer,2,0,1
111.29,Combustível,3,1,1
82.99,Lanche,7,0,0
141.68,Alimentação,3,1,0
27.63,Manutenção,2,0,1
133.05,Lazer,1,0,1
19.25,Combustível,6,1,1
52.64,Combustível,5,1,1
74.17,Combustível,5,1,1
28.03,Alimentação,7,1,0
60.18,Combustível,3,1,1
49.06,Combustível,2,1,1
16.47,Alimentação,1,1,0
27.16,Lazer,6,0,0
149.42,Lanche,1,0,0
48.82,Lazer,3,0,0
122.36,Manutenção,3,0,1
14.12,Alimentação,6,1,1
145.0,Manutenção,7,0,1
127.24,Combustível,3,1,1
137.43,Alimentação,4,1,0
30.64,Lanche,6,1,1
115.46,Manutenção,5,1,1
118.07,Lazer,3,0,0
44.7,Manutenção,1,1,0
47.89,Manutenção,5,0,1
119.82,Lanche,3,1,0
20.47,Combustível,5,1,1
73.21,Combustível,4,1,1
42.35,Manutenção,1,0,0
22.17,Manutenção,7,0,1
82.18,Combustível,6,1,1
137.27,Alimentação,7,1,1
76.73,Combustível,5,1,1
77.08,Alimentação,4,1,0
11.39,Combustível,3,1,1
105.26,Alimentação,1,1,0
45.17,Lanche,5,0,0
133.69,Lanche,6,1,0
66.56,Lanche,7,1,1
46.84,Alimentação,5,1,1
24.21,Lanche,1,1,0
93.99,Lanche,7,0,0
143.47,Lanche,2,1,0
135.81,Lazer,5,0,1
45.21,Manutenção,1,1,0
145.54,Manutenção,1,1,1
16.69,Manutenção,4,0,1
21.84,Combustível,3,1,1
146.6,Manutenção,1,1,1
137.89,Lazer,4,0,1
24.99,Lanche,6,0,0
146.77,Alimentação,1,1,0
88.98,Lanche,5,0,0
19.33,Lanche,5,1,1
68.63,Lazer,1,0,1
25.49,Lanche,5,0,1
91.7,Alimentação,1,1,0
101.89,Combustível,3,1,1
78.65,Alimentação,1,1,0
134.36,Lazer,7,0,1
70.63,Lazer,5,0,1
65.9,Lazer,2,0,1
48.59,Lanche,2,1,1
35.06,Manutenção,4,0,1
40.41,Alimentação,1,1,0
97.46,Manutenção,7,0,1
20.34,Combustível,2,1,1
26.03,Alimentação,5,1,0
147.77,Combustível,6,1,1
149.09,Manutenção,3,1,0
146.41,Combustível,2,1,1
112.37,Manutenção,5,0,0
96.97,Alimentação,2,1,0
76.54,Manutenção,5,0,1
135.25,Combustível,4,1,1
135.07,Alimentação,6,1,0
116.87,Combustível,5,1,1
137.3,Combustível,2,1,1
136.01,Manutenção,1,0,0
139.17,Lanche,3,0,0
10.67,Combustível,5,1,1
116.92,Alimentação,2,1,1
138.89,Lanche,2,0,0
49.1,Manutenção,3,0,1
49.55,Combustível,3,1,1
49.49,Manutenção,6,1,0
79.85,Combustível,4,1,1
149.65,Lanche,6,0,0
99.26,Lanche,1,1,1
85.86,Alimentação,4,1,0
42.48,Lanche,2,1,1
81.1,Manutenção,4,1,0
139.74,Alimentação,2,1,1
38.69,Lazer,4,0,0
55.08,Alimentação,4,1,0
85.49,Combustível,7,1,1
135.03,Manutenção,6,1,1
57.02,Alimentação,2,1,0
117.87,Alimentação,7,1,0
122.94,Alimentação,4,1,1
113.05,Lazer,5,0,1
128.67,Lazer,2,0,1
90.4,Combustível,4,1,1
87.1,Manutenção,7,0,1
58.73,Alimentação,2,1,0
63.06,Lazer,5,0,1
13.0,Lazer,1,0,0
42.06,Manutenção,2,0,1
135.79,Manutenção,5,0,0
24.83,Lanche,3,0,0
60.19,Combustível,7,1,1
44.37,Combustível,4,1,1
49.47,Combustível,5,1,1
102.52,Alimentação,5,1,1
131.65,Manutenção,2,1,1
48.13,Lanche,1,1,1
67.8,Lazer,2,0,1
130.67,Alimentação,7,1,1
13.24,Manutenção,7,1,0
148.26,Lanche,1,0,0
80.6,Alimentação,7,1,0
94.35,Lazer,1,0,1
131.43,Manutenção,4,1,1
33.46,Manutenção,2,0,1
136.62,Lanche,5,0,1
73.93,Lanche,4,1,1
54.81,Combustível,3,1,1
20.95,Lanche,2,0,0
84.23,Combustível,1,1,1
112.28,Lazer,1,0,0
86.72,Alimentação,2,1,1
82.8,Combustível,4,1,1
52.08,Alimentação,4,1,0
97.28,Lanche,7,0,1
112.23,Manutenção,4,1,1
103.32,Manutenção,3,0,0
86.36,Alimentação,1,1,0
116.48,Alimentação,3,1,0
114.75,Lanche,6,1,1
116.9,Manutenção,4,1,1
86.76,Lazer,3,0,0
113.53,Alimentação,2,1,0
122.32,Combustível,4,1,1
63.62,Alimentação,3,1,1
135.03,Combustível,2,1,1
132.36,Lanche,6,1,0
133.53,Alimentação,1,1,0
23.95,Alimentação,3,1,1
21.09,Combustível,5,1,1
121.05,Lazer,5,0,1
